t;a1;a2;a3;a4
1.474;9.106496;14.262742;-5.156246;11.913568
1.475;8.861509;0.000000;8.861509;0.000000
1.476;8.614937;-14.240651;22.855589;-11.896821
1.477;-1.744551;-24.007848;22.263297;-19.870330
1.478;-20.321076;-26.424309;6.103234;-21.506091
1.479;-33.277104;-21.164644;-12.112460;-16.791479
1.480;-27.406256;-10.494140;-16.912116;-8.107642
1.481;-3.563059;1.633536;-5.196595;0.691733
1.482;21.996701;11.069314;10.927387;5.761805
1.483;30.405729;14.984374;15.421355;4.741725
1.484;16.054853;12.839589;3.215263;-2.339603
1.485;-8.638819;6.454798;-15.093617;-13.072200
1.486;-23.913464;-0.828525;-23.084939;-23.583606
1.487;-19.298079;-5.550737;-13.747342;-30.015547
1.488;-1.510085;-5.549496;4.039411;-29.994300
1.489;12.936556;-0.833695;13.770250;-23.533560
1.490;13.060731;6.423952;6.636779;-13.025999
1.491;2.452714;12.771349;-10.318635;-2.328035
1.492;-5.875915;14.892261;-20.768176;4.711602
1.493;-3.270946;10.997881;-14.268827;5.717099
1.494;5.694387;1.645867;4.048519;0.685395
1.495;7.905090;-10.344412;18.249502;-8.021982
1.496;-4.487787;-20.865219;16.377432;-16.590558
1.497;-24.506340;-26.024421;1.518082;-21.218686
1.498;-34.723200;-23.614419;-11.108780;-19.577040
1.499;-22.297180;-13.987607;-8.309573;-11.704634
1.500;8.824969;0.000000;8.824969;0.000000
1.501;39.896918;13.965693;25.931225;11.687961
1.502;52.233456;23.539800;28.693656;19.521303
1.503;41.997650;25.898725;16.098925;21.128134
1.504;22.054588;20.725071;1.329517;16.496223
1.505;9.734402;10.245339;-0.510937;7.965006
1.506;11.910738;-1.656722;13.567460;-0.679558
1.507;20.760617;-10.906810;31.667426;-5.660332
1.508;23.317701;-14.728774;38.046476;-4.658174
1.509;15.112661;-12.596524;27.709185;2.298357
1.510;4.707214;-6.301492;11.008706;12.841624
1.511;4.876823;0.870513;4.006310;23.167409
1.512;19.073793;5.518516;13.555276;29.485568
1.513;36.471032;5.517176;30.953855;29.464423
1.514;40.915662;0.875386;40.040276;23.117604
1.515;25.925739;-6.271111;32.196850;12.795647
1.516;1.805399;-12.528800;14.334199;2.286845
1.517;-12.175519;-14.636986;2.461466;-4.628196
1.518;-4.004387;-10.835153;6.830766;-5.615843
1.519;20.781531;-1.667918;22.449449;-0.673250
1.520;43.849298;10.097866;33.751432;7.879759
1.521;49.499410;20.428916;29.070494;16.296274
1.522;36.976406;25.502617;11.473789;20.842118
1.523;19.062433;23.149818;-4.087385;19.229432
1.524;9.070880;13.714782;-4.643902;11.496703
1.525;8.787970;0.000000;8.787970;0.000000
1.526;8.503616;-13.693062;22.196677;-11.480117
1.527;-1.457794;-23.075882;21.618087;-19.173989
1.528;-19.266107;-25.378157;6.112049;-20.752044
1.529;-31.654379;-20.290348;-11.364031;-16.202438
1.530;-25.975086;-10.000318;-15.974768;-7.823084
1.531;-3.071382;1.677742;-4.749124;0.667443
1.532;21.447827;10.743853;10.703974;5.559376
1.533;29.480759;14.474152;15.006607;4.575051
1.534;15.653715;12.355370;3.298345;-2.257324
1.535;-8.108971;6.150536;-14.259508;-12.612246
1.536;-22.833517;-0.910054;-21.923463;-22.753387
1.537;-18.455810;-5.483879;-12.971932;-28.958378
1.538;-1.401447;-5.482445;4.080997;-28.937354
1.539;12.496737;-0.914637;13.411375;-22.703868
1.540;12.695689;6.120632;6.575056;-12.566531
1.541;2.612388;12.288213;-9.675825;-2.245877
1.542;-5.305301;14.382771;-19.688072;4.545245
1.543;-2.778935;10.672059;-13.450993;5.515141
1.544;5.803713;1.687840;4.115872;0.661171
1.545;7.881871;-9.855161;17.737032;-7.738325
1.546;-4.046642;-19.997637;15.950995;-16.003631
1.547;-23.269730;-24.986087;1.716357;-20.467662
1.548;-33.066974;-22.689611;-10.377362;-18.883785
1.549;-21.128295;-13.444458;-7.683837;-11.289953
1.550;8.750518;0.000000;8.750518;0.000000
1.551;38.580126;13.422945;25.157180;11.273469
1.552;50.431066;22.616406;27.814660;18.828682
1.553;40.615184;24.862939;15.752244;20.378141
1.554;21.466136;19.860728;1.605408;15.910370
1.555;9.609261;9.759175;-0.149914;7.681998
1.556;11.654442;-1.696668;13.351110;-0.655400
1.557;20.124464;-10.580635;30.705099;-5.459020
1.558;22.603505;-14.220732;36.824237;-4.492425
1.559;14.805196;-12.116300;26.921496;2.216537
1.560;4.917693;-6.001987;10.919680;12.384255
1.561;5.158511;0.947212;4.211300;22.341883
1.562;18.810515;5.446963;13.363552;28.434410
1.563;35.482053;5.445441;30.036612;28.413524
1.564;39.693828;0.951514;38.742314;22.292687
1.565;25.250337;-5.972570;31.222907;12.338839
1.566;2.051704;-12.049755;14.101459;2.205166
1.567;-11.410562;-14.129837;2.719275;-4.462814
1.568;-3.608712;-10.508784;6.900071;-5.415074
1.569;20.153418;-1.705705;21.859122;-0.649170
1.570;42.296929;9.616384;32.680545;7.597792
1.571;47.757875;19.571615;28.186260;15.712862
1.572;35.791156;24.475140;11.316016;20.095618
1.573;18.630320;22.234088;-3.603768;18.540374
1.574;9.029996;13.176807;-4.146812;11.084547
1.575;8.712620;0.000000;8.712620;0.000000
1.576;8.393938;-13.155515;21.549453;-11.068177
1.577;-1.176732;-22.161656;20.984924;-18.485653
1.578;-18.234263;-24.353374;6.119112;-20.006716
1.579;-30.069586;-19.436433;-10.633153;-15.620248
1.580;-24.580663;-9.521989;-15.058674;-7.541855
1.581;-2.598010;1.713569;-4.311579;0.643439
1.582;20.903335;10.417336;10.485999;5.359342
1.583;28.570677;13.968725;14.601952;4.410360
1.584;15.260151;11.879469;3.380682;-2.176029
1.585;-7.586903;5.855893;-13.442795;-12.157825
1.586;-21.768707;-0.982051;-20.786656;-21.933210
1.587;-17.620375;-5.407907;-12.212468;-27.914064
1.588;-1.283111;-5.406302;4.123191;-27.893330
1.589;12.076019;-0.986079;13.062099;-21.884373
1.590;12.343002;5.826972;6.516030;-12.112741
1.591;2.766961;11.813577;-9.046615;-2.164740
1.592;-4.753520;13.878386;-18.631906;4.380965
1.593;-2.306026;10.345502;-12.651528;5.315717
1.594;5.903185;1.721582;4.181603;0.637253
1.595;7.854182;-9.381607;17.235788;-7.458265
1.596;-3.617765;-19.151056;15.533291;-15.424183
1.597;-22.061678;-23.970053;1.908375;-19.726257
1.598;-31.448671;-21.783507;-9.665164;-18.199452
1.599;-19.987507;-12.911986;-7.075521;-10.880635
1.600;8.674285;0.000000;8.674285;0.000000
1.601;37.287982;12.890926;24.397055;10.864391
1.602;48.663355;21.711889;26.951467;18.145151
1.603;39.258078;23.849732;15.408345;19.638039
1.604;20.886576;19.017661;1.868915;15.332279
1.605;9.485013;9.288830;0.196183;7.402757
1.606;11.404442;-1.728518;13.132960;-0.631566
1.607;19.504078;-10.254124;29.758201;-5.260413
1.608;21.904954;-13.718322;35.623276;-4.328914
1.609;14.499514;-11.645017;26.144532;2.135827
1.610;5.112273;-5.712294;10.824567;11.933116
1.611;5.417681;1.014639;4.403043;21.527655
1.612;18.534821;5.366843;13.167979;27.397703
1.613;34.498074;5.365160;29.132914;27.377136
1.614;38.485565;1.018401;37.467164;21.479211
1.615;24.580324;-5.683877;30.264200;11.888394
1.616;2.286547;-11.579815;13.866362;2.124629
1.617;-10.665424;-13.628605;2.963181;-4.299755
1.618;-3.221994;-10.182379;6.960384;-5.217139
1.619;19.540678;-1.735543;21.276221;-0.625431
1.620;40.780157;9.150889;31.629268;7.319839
1.621;46.053793;18.736140;27.317652;15.137789
1.622;34.627801;23.471075;11.156726;19.359833
1.623;18.201324;21.338102;-3.136778;17.861249
1.624;8.984021;12.650133;-3.666111;10.678355
1.625;8.635518;0.000000;8.635518;0.000000
1.626;8.285838;-12.629317;20.915155;-10.662247
1.627;-0.902372;-21.267331;20.364959;-17.807403
1.628;-17.228105;-23.352254;6.124148;-19.272353
1.629;-28.526275;-18.604586;-9.921689;-15.046656
1.630;-23.225875;-9.059751;-14.166125;-7.264796
1.631;-2.143686;1.741585;-3.885271;0.619791
1.632;20.364654;10.091155;10.273499;5.162298
1.633;27.677486;13.469701;14.207785;4.248140
1.634;14.874701;11.413074;3.461627;-2.095958
1.635;-7.074449;5.571223;-12.645672;-11.710275
1.636;-20.722415;-1.045040;-19.677375;-21.125482
1.637;-16.794926;-5.323898;-11.471028;-26.885661
1.638;-1.156748;-5.322143;4.165395;-26.865274
1.639;11.674090;-1.048545;12.722634;-21.077460
1.640;12.002647;5.543315;6.459332;-11.665943
1.641;2.915845;11.348595;-8.432750;-2.084858
1.642;-4.221587;13.380666;-17.602253;4.219235
1.643;-1.852884;10.019565;-11.872449;5.119401
1.644;5.992863;1.747659;4.245205;0.613709
1.645;7.822153;-8.924280;16.746433;-7.182600
1.646;-3.202168;-18.327026;15.124859;-14.853862
1.647;-20.884910;-22.978424;2.093514;-18.996572
1.648;-29.871858;-20.898080;-8.973779;-17.525976
1.649;-18.877335;-12.391374;-6.485960;-10.477833
1.650;8.596328;0.000000;8.596328;0.000000
1.651;36.023097;12.370811;23.652286;10.461871
1.652;46.933943;20.828188;26.105755;17.472617
1.653;37.929101;22.861151;15.067950;18.909884
1.654;20.316997;18.197358;2.119639;14.763553
1.655;9.361639;8.834795;0.526844;7.128056
1.656;11.160778;-1.752839;12.913617;-0.608121
1.657;18.900169;-9.928579;28.828748;-5.065056
1.658;21.223084;-13.223025;34.446109;-4.168087
1.659;14.196278;-11.183752;25.380030;2.056446
1.660;5.291138;-5.432705;10.723844;11.489434
1.661;5.654818;1.073323;4.581495;20.726930
1.662;18.248435;5.279198;12.969238;26.378244
1.663;33.522117;5.277375;28.244743;26.358047
1.664;37.294052;1.076577;36.217475;20.679358
1.665;23.917470;-5.405310;29.322780;11.445517
1.666;2.509591;-11.120025;13.629616;2.045450
1.667;-9.941725;-13.134726;3.193001;-4.139453
1.668;-2.845380;-9.857205;7.011825;-5.022561
1.669;18.943987;-1.757998;20.701985;-0.602096
1.670;39.301445;8.701815;30.599630;7.046629
1.671;44.390179;17.923850;26.466329;14.572563
1.672;33.488563;22.492294;10.996269;18.636685
1.673;17.776410;20.463625;-2.687215;17.193824
1.674;8.933151;12.135821;-3.202671;10.279183
1.675;8.556721;0.000000;8.556721;0.000000
1.676;8.179239;-12.115518;20.294758;-10.263375
1.677;-0.635550;-20.394640;19.759090;-17.140981
1.678;-16.249683;-22.376612;6.126929;-18.550835
1.679;-27.027230;-17.796108;-9.231122;-14.483128
1.680;-21.912944;-8.613996;-13.298948;-6.992612
1.681;-1.708917;1.762350;-3.471267;0.596561
1.682;19.832986;9.766531;10.066455;4.968742
1.683;26.802805;12.978441;13.824364;4.088800
1.684;14.497769;10.957153;3.540616;-2.017313
1.685;-6.573151;5.296759;-11.869910;-11.270716
1.686;-19.697469;-1.099553;-18.597915;-20.332218
1.687;-15.982158;-5.232862;-10.749296;-25.875727
1.688;-1.023898;-5.230976;4.207078;-25.855732
1.689;11.290515;-1.102566;12.393082;-20.285120
1.690;11.674492;5.269880;6.404612;-11.227237
1.691;3.058563;10.894206;-7.835644;-2.006427
1.692;-3.710237;12.890930;-16.601167;4.060451
1.693;-1.419941;9.695431;-11.115372;4.926670
1.694;6.072874;1.766631;4.306243;0.590596
1.695;7.785929;-8.483521;16.269450;-6.911998
1.696;-2.800639;-17.526730;14.726091;-14.294043
1.697;-19.741578;-22.012853;2.271275;-18.280361
1.698;-28.339348;-20.034900;-8.304449;-16.864969
1.699;-17.799755;-11.883572;-5.916184;-10.082509
1.700;8.516705;0.000000;8.516705;0.000000
1.701;34.787545;11.863537;22.924008;10.066864
1.702;45.245703;19.966845;25.278858;16.812669
1.703;36.630460;21.898800;14.731661;18.195392
1.704;19.758273;17.400947;2.357326;14.205525
1.705;9.239112;8.397375;0.841738;6.858535
1.706;10.923426;-1.770188;12.693614;-0.585119
1.707;18.313230;-9.605140;27.918370;-4.873404
1.708;20.558670;-12.736086;33.294756;-4.010318
1.709;13.896045;-10.733369;24.629415;1.978579
1.710;5.454570;-5.163398;10.617968;11.054230
1.711;5.870516;1.123799;4.746718;19.941543
1.712;17.952953;5.185006;12.767947;25.378363
1.713;32.556779;5.183062;27.373717;25.358578
1.714;36.121953;1.126578;34.995375;19.894942
1.715;23.263273;-5.137036;28.400310;11.011209
1.716;2.720628;-10.671225;13.391853;1.967807
1.717;-9.240730;-12.649408;3.408678;-3.982269
1.718;-2.479806;-9.534368;7.054562;-4.831776
1.719;18.363808;-1.773624;20.137432;-0.579217
1.720;37.862662;8.269413;29.593249;6.778772
1.721;42.769371;17.135763;25.633608;14.018435
1.722;32.375207;21.540249;10.834958;17.927771
1.723;17.356392;19.612046;-2.255654;16.539567
1.724;8.877586;11.634712;-2.757126;9.887906
1.725;8.476288;0.000000;8.476288;0.000000
1.726;8.074057;-11.614952;19.689009;-9.872429
1.727;-0.376948;-19.544943;19.167994;-16.487833
1.728;-15.300591;-21.427856;6.127265;-17.843722
1.729;-25.574570;-17.011967;-8.562603;-13.930876
1.730;-20.643510;-8.184945;-12.458565;-6.725888
1.731;-1.294000;1.776419;-3.070419;0.573799
1.732;19.309330;9.444527;9.864804;4.779086
1.733;25.947912;12.496084;13.451828;3.932678
1.734;14.129642;10.512480;3.617162;-1.940260
1.735;-6.084287;5.032628;-11.116915;-10.840075
1.736;-18.696205;-1.146125;-17.550080;-19.555084
1.737;-15.184357;-5.135743;-10.048614;-24.886376
1.738;-0.885973;-5.133745;4.247772;-24.866812
1.739;10.924770;-1.148679;12.073448;-19.509000
1.740;11.358328;5.006785;6.351543;-10.797532
1.741;3.194736;10.451160;-7.256423;-1.929608
1.742;-3.219970;12.410281;-15.630251;3.904940
1.743;-1.007430;9.374132;-10.381562;4.737920
1.744;6.143395;1.779046;4.364349;0.567962
1.745;7.745664;-8.059501;15.805165;-6.647009
1.746;-2.413776;-16.751032;14.337256;-13.745862
1.747;-18.633336;-21.074606;2.441270;-17.579070
1.748;-26.853295;-19.195186;-7.658109;-16.217762
1.749;-16.756274;-11.389317;-5.366956;-9.695457
1.750;8.435476;0.000000;8.435476;0.000000
1.751;33.582932;11.369837;22.213095;9.680156
1.752;43.600859;19.129052;24.471807;16.166616
1.753;35.363873;20.963900;14.399973;17.495976
1.754;19.211091;16.629246;2.581845;13.659297
1.755;9.117395;7.976711;1.140684;6.594726
1.756;10.692316;-1.781109;12.473426;-0.562605
1.757;17.743561;-9.284801;27.028361;-4.685828
1.758;19.912261;-12.258546;32.170807;-3.855912
1.759;13.599281;-10.294556;23.893837;1.902374
1.760;5.602927;-4.904451;10.507378;10.628342
1.761;6.065456;1.166600;4.898856;19.173002
1.762;17.649849;5.085181;12.564668;24.399972
1.763;31.604270;5.083133;26.521137;24.380635
1.764;34.971472;1.168935;33.802537;19.127454
1.765;22.618990;-4.879127;27.498116;10.586293
1.766;2.919558;-10.234077;13.153635;1.891846
1.767;-8.563394;-12.173656;3.610262;-3.828496
1.768;-2.126024;-9.214830;7.088806;-4.645140
1.769;17.800427;-1.782962;19.583388;-0.556836
1.770;36.465161;7.853785;28.611377;6.516763
1.771;41.193118;16.372601;24.820517;13.476432
1.772;31.289102;20.616030;10.673071;17.234397
1.773;16.941948;18.784425;-1.842477;15.899681
1.774;8.817537;11.147452;-2.329915;9.505239
1.775;8.394279;0.000000;8.394279;0.000000
1.776;7.970201;-11.128257;19.098458;-9.490120
1.777;-0.127118;-18.719276;18.592158;-15.849141
1.778;-14.382033;-20.507034;6.125000;-17.152289
1.779;-24.169838;-16.252843;-7.916996;-13.390894
1.780;-19.418716;-7.772672;-11.646044;-6.465100
1.781;-0.899063;1.784326;-2.683389;0.551543
1.782;18.794512;9.126066;9.668446;4.593667
1.783;25.113792;12.023575;13.090217;3.780050
1.784;13.770503;10.079658;3.690846;-1.864935
1.785;-5.608906;4.778865;-10.387771;-10.419109
1.786;-17.720525;-1.185287;-16.535238;-18.795442
1.787;-14.403444;-5.033423;-9.370021;-23.919333
1.788;-0.744265;-5.031329;4.287064;-23.900230
1.789;10.576254;-1.187412;11.763666;-18.750444
1.790;11.053877;4.754058;6.299818;-10.377569
1.791;3.324073;10.020036;-6.695963;-1.854534
1.792;-2.751082;11.939631;-14.690713;3.752966
1.793;-0.615415;9.056561;-9.671977;4.553472
1.794;6.204649;1.785437;4.419212;0.545844
1.795;7.701517;-7.652257;15.353774;-6.388081
1.796;-2.042005;-16.000523;13.958517;-13.210242
1.797;-17.561404;-20.164609;2.603205;-16.893877
1.798;-25.415282;-18.379852;-7.035429;-15.585437
1.799;-15.747985;-10.909171;-4.838813;-9.317320
1.800;8.352702;0.000000;8.352702;0.000000
1.801;32.410459;10.890265;21.520194;9.302387
1.802;42.001071;18.315700;23.685371;15.535522
1.803;34.130631;20.057340;14.073291;16.812782
1.804;18.675974;15.882806;2.793168;13.125760
1.805;8.996448;7.572815;1.423632;6.337056
1.806;10.467338;-1.786132;12.253470;-0.540616
1.807;17.191304;-8.968417;26.159722;-4.502633
1.808;19.284214;-11.791261;31.075475;-3.705118
1.809;13.306370;-9.867838;23.174208;1.827955
1.810;5.736631;-4.655863;10.392494;10.212449
1.811;6.240382;1.202252;5.038130;18.422529
1.812;17.340478;4.980570;12.359908;23.444621
1.813;30.666455;4.978435;25.688021;23.425757
1.814;33.844413;1.204175;32.640238;18.378098
1.815;21.985660;-4.631572;26.617232;10.171431
1.816;3.106374;-9.809087;12.915460;1.817685
1.817;-7.910402;-11.708294;3.797892;-3.678374
1.818;-1.784622;-8.899419;7.114798;-4.462943
1.819;17.253975;-1.786534;19.040509;-0.534989
1.820;35.109857;7.454904;27.654953;6.261005
1.821;39.662661;15.634834;24.027828;12.947379
1.822;30.231269;19.720412;10.510856;16.557618
1.823;16.533642;17.981541;-1.447898;15.275133
1.824;8.753217;10.674520;-1.921304;9.131759
1.825;8.310754;0.000000;8.310754;0.000000
1.826;7.867579;-10.655906;18.523486;-9.117018
1.827;0.113508;-17.918396;18.031904;-15.225856
1.828;-13.494874;-19.614886;6.120012;-16.477561
1.829;-22.814080;-15.519167;-7.294913;-12.863978
1.830;-18.239271;-7.377127;-10.862144;-6.210633
1.831;-0.524084;1.786590;-2.310674;0.529828
1.832;18.289198;8.811944;9.477254;4.412756
1.833;24.301173;11.561686;12.739488;3.631139
1.834;13.420454;9.659141;3.761313;-1.791447
1.835;-5.147846;4.535435;-9.683281;-10.008424
1.836;-16.771948;-1.217559;-15.554389;-18.054379
1.837;-13.641014;-4.926718;-8.714296;-22.975978
1.838;-0.599952;-4.924545;4.324593;-22.957361
1.839;10.244316;-1.219288;11.463603;-18.010526
1.840;10.760810;4.511657;6.249153;-9.967940
1.841;3.446356;9.601271;-6.154915;-1.781310
1.842;-2.303692;11.479724;-13.783416;3.604743
1.843;-0.243819;8.743488;-8.987307;4.373582
1.844;6.256891;1.786316;4.470574;0.524274
1.845;7.653654;-7.261706;14.915359;-6.135572
1.846;-1.685611;-15.275560;13.589949;-12.687919
1.847;-16.526626;-19.283495;2.756869;-16.225719
1.848;-24.026396;-17.589549;-6.436847;-14.968856
1.849;-14.775630;-10.443537;-4.332093;-8.948611
1.850;8.268443;0.000000;8.268443;0.000000
1.851;31.270976;10.425218;20.845759;8.934065
1.852;40.447515;17.527420;22.920095;14.920231
1.853;32.931660;19.179723;13.751937;16.146721
1.854;18.153306;15.161949;2.991357;12.605621
1.855;8.876226;7.185584;1.690641;6.085866
1.856;10.248351;-1.785763;12.034113;-0.519181
1.857;16.656470;-8.656726;25.313196;-4.324059
1.858;18.674723;-11.334923;30.009646;-3.558132
1.859;13.017626;-9.453605;22.471231;1.755419
1.860;5.856148;-4.417565;10.273713;9.807089
1.861;6.396087;1.231271;5.164816;17.691089
1.862;17.026087;4.871960;12.154126;22.513532
1.863;29.744898;4.869753;24.875146;22.495165
1.864;32.742221;1.232812;31.509409;17.647826
1.865;21.364136;-4.394297;25.758433;9.767149
1.866;3.281144;-9.396625;12.677769;1.745418
1.867;-7.282208;-11.253989;3.971781;-3.532092
1.868;-1.456043;-8.588848;7.132804;-4.285412
1.869;16.724458;-1.784844;18.509302;-0.513702
1.870;33.797284;7.072638;26.724646;6.011814
1.871;38.178804;14.922714;23.256090;12.431928
1.872;29.202433;18.853899;10.348534;15.898263
1.873;16.131932;17.203922;-1.071990;14.666686
1.874;8.684842;10.216250;-1.531408;8.767921
1.875;8.225776;0.000000;8.225776;0.000000
1.876;7.766097;-10.198228;17.964325;-8.753573
1.877;0.344603;-17.142815;17.487418;-14.618724
1.878;-12.639681;-18.751888;6.112207;-15.820343
1.879;-21.507912;-14.811162;-6.696750;-12.350754
1.880;-17.105520;-6.998160;-10.107360;-5.962786
1.881;-0.168917;1.783710;-1.952627;0.508679
1.882;17.793918;8.502840;9.291078;4.236564
1.883;23.510566;11.111037;12.399529;3.486117
1.884;13.079523;9.251258;3.828265;-1.719880
1.885;-4.701768;4.302238;-9.004006;-9.608493
1.886;-15.851654;-1.243450;-14.608204;-17.332747
1.887;-12.898371;-4.816385;-8.081986;-22.057391
1.888;-0.454100;-4.814146;4.360046;-22.039278
1.889;9.928267;-1.244812;11.173079;-17.290083
1.890;10.478759;4.279476;6.199283;-9.569106
1.891;3.561436;9.195176;-5.633740;-1.710018
1.892;-1.877774;11.031153;-12.908927;3.460437
1.893;0.107557;8.435570;-8.328013;4.198452
1.894;6.300405;1.782177;4.518228;0.503275
1.895;7.602241;-6.887670;14.489910;-5.889759
1.896;-1.344749;-14.576300;13.231550;-12.179465
1.897;-15.529524;-18.431650;2.902126;-15.575324
1.898;-22.687300;-16.824695;-5.862604;-14.368688
1.899;-13.839646;-9.992683;-3.846963;-8.589729
1.900;8.182760;0.000000;8.182760;0.000000
1.901;30.165031;9.974959;20.190073;8.575583
1.902;38.940942;16.764615;22.176328;14.321399
1.903;31.767568;18.331405;13.436163;15.498498
1.904;17.643350;14.466805;3.176545;12.099430
1.905;8.756685;6.814823;1.941862;5.841420
1.906;10.035189;-1.780489;11.815678;-0.498323
1.907;16.138953;-8.350354;24.489307;-4.150289
1.908;18.083840;-10.890083;28.973923;-3.415107
1.909;12.733300;-9.052125;21.785425;1.684839
1.910;5.961982;-4.189432;10.151413;9.412677
1.911;6.533395;1.254157;5.279237;16.979427
1.912;16.707814;4.760077;11.947738;21.607648
1.913;28.840887;4.757811;24.083076;21.589793
1.914;31.666029;1.255346;30.410683;16.937369
1.915;20.755100;-4.167171;24.922271;9.373850
1.916;3.444004;-8.996946;12.440950;1.675117
1.917;-6.679065;-10.811267;4.132203;-3.389792
1.918;-1.140608;-8.283720;7.143112;-4.112720
1.919;16.211774;-1.778373;17.990147;-0.492996
1.920;32.527654;6.706767;25.820887;5.769432
1.921;36.741975;14.236310;22.505665;11.930578
1.922;28.203060;18.016762;10.186298;15.256964
1.923;15.737186;16.451890;-0.714704;14.074920
1.924;8.612630;9.772850;-1.160220;8.414069
1.925;8.139405;0.000000;8.139405;0.000000
1.926;7.665662;-9.755425;17.421087;-8.400127
1.927;0.565928;-16.392838;16.958765;-14.028313
1.928;-11.816770;-17.918285;6.101515;-15.181246
1.929;-20.251585;-14.128868;-6.122716;-11.851696
1.930;-16.017493;-6.635536;-9.381957;-5.721789
1.931;0.166684;1.776159;-1.609476;0.488115
1.932;17.309083;8.199332;9.109751;4.065251
1.933;22.742288;10.672112;12.070176;3.345116
1.934;12.747677;8.856223;3.891454;-1.650300
1.935;-4.271170;4.079124;-8.350294;-9.219675
1.936;-14.960527;-1.263452;-13.697075;-16.631190
1.937;-12.176559;-4.703118;-7.473440;-21.164384
1.938;-0.307673;-4.700827;4.393155;-21.146789
1.939;9.627394;-1.264475;10.891870;-16.589746
1.940;10.207328;4.057360;6.149968;-9.181415
1.941;3.669220;8.801951;-5.132731;-1.640721
1.942;-1.473176;10.594380;-12.067556;3.320170
1.943;0.439007;8.133360;-7.694354;4.028230
1.944;6.335493;1.773488;4.562005;0.482866
1.945;7.547447;-6.529892;14.077339;-5.650851
1.946;-1.019472;-13.902730;12.883257;-11.685308
1.947;-14.570337;-17.609239;3.038902;-14.943237
1.948;-21.398288;-16.085517;-5.312771;-13.785431
1.949;-12.940206;-9.556761;-3.383445;-8.240970
1.950;8.095716;0.000000;8.095716;0.000000
1.951;29.092912;9.539635;19.553277;8.227234
1.952;37.481747;16.027495;21.454252;13.739512
1.953;30.638689;17.512529;13.126160;14.868636
1.954;17.146265;13.797334;3.348931;11.607591
1.955;8.637782;6.460260;2.177522;5.603912
1.956;9.827670;-1.770775;11.598445;-0.478056
1.957;15.638559;-8.049830;23.688389;-3.981463
1.958;17.511502;-10.457164;27.968666;-3.276154
1.959;12.453591;-8.663564;21.117154;1.616271
1.960;6.054663;-3.971290;10.025953;9.029517
1.961;6.653149;1.271393;5.381756;16.288089
1.962;16.386701;4.645587;11.741114;20.727663
1.963;27.955468;4.643275;23.312193;20.710331
1.964;30.616695;1.272258;29.344437;16.247264
1.965;20.159090;-3.950017;24.109107;8.991829
1.966;3.595143;-8.610201;12.205344;1.606834
1.967;-6.101052;-10.380531;4.279478;-3.251581
1.968;-0.838525;-7.984545;7.146020;-3.944994
1.969;15.715734;-1.767577;17.483311;-0.472886
1.970;31.300905;6.357001;24.943905;5.534035
1.971;35.352283;13.575534;21.776749;11.443690
1.972;27.233397;17.209074;10.024324;14.634184
1.973;15.349691;15.725580;-0.375889;13.500259
1.974;8.536795;9.344419;-0.807623;8.070455
1.975;8.051704;0.000000;8.051704;0.000000
1.976;7.566183;-9.327593;16.893776;-8.056927
1.977;0.777326;-15.668587;16.445913;-13.455035
1.978;-11.026237;-17.114127;6.087890;-14.560711
1.979;-19.045035;-13.472175;-5.572860;-11.367148
1.980;-14.974954;-6.288950;-8.686004;-5.487805
1.981;0.483053;1.764391;-1.281338;0.468149
1.982;16.834997;7.901902;8.933095;3.898934
1.983;21.996493;10.245277;11.751216;3.208230
1.984;12.424835;8.474154;3.950681;-1.582753
1.985;-3.856409;3.865902;-7.722311;-8.842227
1.986;-14.099189;-1.278038;-12.821151;-15.950166
1.987;-11.476394;-4.587558;-6.888837;-20.297539
1.988;-0.161535;-4.585227;4.423692;-20.280472
1.989;9.340973;-1.278751;10.619724;-15.909965
1.990;9.946102;3.845115;6.100987;-8.805115
1.991;3.769668;8.421702;-4.652034;-1.573461
1.992;-1.089639;10.169752;-11.259391;3.184033
1.993;0.750910;7.837324;-7.086415;3.863023
1.994;6.362474;1.760694;4.601780;0.463058
1.995;7.489440;-6.188050;13.677489;-5.418995
1.996;-0.709738;-13.254693;12.544955;-11.205750
1.997;-13.649069;-16.816248;3.167180;-14.329841
1.998;-20.159343;-15.372071;-4.787272;-13.219437
1.999;-12.077259;-9.135822;-2.941437;-7.902543
2.000;8.007374;0.000000;8.007374;0.000000
2.001;28.054686;9.119296;18.935390;7.889223
2.002;36.070012;15.316105;20.753907;13.174911
2.003;29.545124;16.723060;12.822064;14.257502
2.004;16.662121;13.153359;3.508762;11.130390
2.005;8.519474;6.121561;2.397913;5.373479
2.006;9.625599;-1.757060;11.382658;-0.458394
2.007;15.155014;-7.755594;22.910608;-3.817674
2.008;16.957547;-10.036479;26.994026;-3.141351
2.009;12.178646;-8.287997;20.466643;1.549752
2.010;6.134738;-3.762931;9.897668;8.657822
2.011;6.756203;1.283442;5.472761;15.617454
2.012;16.063694;4.529102;11.534592;19.874053
2.013;27.089475;4.526756;22.562720;19.857252
2.014;29.594836;1.284010;28.310826;15.577880
2.015;19.576511;-3.742624;23.319135;8.621289
2.016;3.734794;-8.236455;11.971249;1.540604
2.017;-5.548102;-9.962073;4.413971;-3.117531
2.018;-0.549905;-7.691743;7.141838;-3.782323
2.019;15.236076;-1.752890;16.988966;-0.453382
2.020;30.116746;6.022989;24.093757;5.305742
